id,title,company,location,industry,experience_level,experience_min,experience_max,required_skills,nice_to_have_skills,description,salary_min,salary_max,job_type,remote,source
1019,"Restaurant Crewmember: Cashier, Cook, Customer Service",Raising Cane's Chicken Fingers,"Baton Rouge, LA",Restaurants,Entry,0,2,Management|Manufacturing,,"Starting hiring pay range (based on location, experience, qualifications, etc.): $10 - 12 / hour Restaurant Crewmembers at Raising Cane’s will wear many hats (including a Raising Cane’s hat) while working hard and having fun as a critical part of the Restaurant team. We are hiring immediately for Restaurant Crew to work all shifts: opening shifts, closing shifts and everything in between. Whether you have experience as a customer service associate, retail team member, cashier, restaurant server, kitchen lead, cook, prep cook, drive thru cashier or any other restaurant or service-oriented role - we have a position for you. We offer competitive pay and benefits for all positions. Even if you don’t have previous Restaurant experience, this position is entry-level (yes, that's no experience required) and we provide paid training for every new Restaurant Crewmember on the team. We will make sure you are prepared to grow your Restaurant career with us. Within your first year of working in th",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1020,"$$Cnas Needed In Alexandria, Va$$",Maxim Healthcare Staffing,"Alexandria, VA",Staffing and Recruiting,Mid-level,2,5,Other,,"IF YOU OR ANYONE YOU KNOW MAY BE INTERESTED IN THIS POSITION, PLEASE FEEL FREE TO REACH OUT TO BROOKE AT 703-270-6226 OR EMAIL BRBARGER@AMERGIS.COM FOR MORE INFORMATION. Details: HOSPITAL EXPERIENCE REQUIRED Pay: $20 Location: Alexandria, VA Contract Length: 13 weeks The Certified Nursing Assistant (CNA) performs directpatient care under the direct supervision of a RN or LPN/LVN or other licensedmedical professional. The CNA/NA performs a variety of individualized patient careactivities and related non-professional services necessary in caring for thepersonal needs and comforts of patients. Essential Duties and Responsibilities: Maintains patient confidentiality of all clientsPerforms duties within scope of practice, as assigned, in anaccurate and timely manner Adheres to facility/client policy, procedures and protocolsat all times Assists doctors, nurses, and other healthcare providers withtreatments, procedures, and tests being performed in a variety of patient caresettings Safeguard",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1021,"Technician - Crown Point, In",Konecranes,"Crown Point, IN",Machinery Manufacturing,Mid-level,2,5,Engineering|Information Technology,,"Country: United States Location: Crown Point, IN, United States Employment type: Undefined term At Konecranes, we believe that great customer experience is built on the people behind the Konecranes name – people committed to providing our customers with lifting equipment and services that lift their businesses. Everything we do, we do with passion and drive. We believe diversity drives business success and is the foundation for our growth. We welcome different backgrounds and skills that enrich our community and we promote a place where we can ALL be ourselves. This is what makes Konecranes a unique place to work. Technician Do you have an interest in becoming an experienced Overhead Crane Service Technician for the world’s largest Lifting Business? Are you skilled electrically and mechanically? Are you able and able to work at extreme heights? Konecranes has many opportunities open across the United States that we are looking to fill with mechanically inclined individuals. At Konecran",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1022,Us Experienced Financial Advisor,Edward Jones,"South Bend, IN",Financial Services,Mid-level,2,5,Finance|Sales,,"We're Bullish About Your Future Here. Your experience is valuable to us - and we know you have options. But we offer something the competition simply can't: our unique branch-team business model. One financial advisor and one branch office administrator entirely focused on building client relationships. It's our sole profit center. And as an Edward Jones advisor, you're at the helm. That's why we provide every possible resource to help you succeed. A branch office administrator to help you run your branch. World-class products, services and support. And the stability of a firm built on a long-term investment philosophy that has helped our clients achieve their goals for nearly a century. Empowering you to deliver tailored solutions to meet your clients' unique and complex needs. Building your practice your way - with 100% support from us. Job Overview READY If you find yourself at a professional crossroads, a career as a financial advisor may be the right change for you. Financial advi",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1023,Office Coordinator,Drayer Physical Therapy Institute,"Grove City, OH",Hospitals and Health Care,Entry,0,2,Administrative,,"Job Description Drayer Physical Therapy, a brand partner of Upstream Rehabilitation, is looking for an Office Coordinator to join our team in Grove City OH Are you looking for a position in a growing organization where you can make a significant impact on the lives of others? What is an Office Coordinator? An Office Coordinator is an entry-level office role that is responsible for maintaining pleasant and consistent daily operations of the clinic.Our Office Coordinators have excellent customer service skills.Office Coordinators learn new things – a lot! The Office Coordinator multitasks in multiple computer programs each day. A day in the life of an Office Coordinator{{:}} Greets everyone who enters the clinic in a friendly and welcoming manner.Schedules new referrals received by fax or by telephone from patients, physician offices.Verifies insurance coverage for patients.Collects patient payments.Maintains an orderly and organized front office workspace.Other duties as assigned. What ",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1024,Communications Coordinator - School Of Integrative Biology,University of Illinois Urbana-Champaign,"Urbana, IL",Higher Education,Entry,0,2,Marketing|Public Relations|Writing/Editing,,"University of Illinois at Urbana-Champaign Job Summary Reporting to the Director of the School of Integrative Biology (SIB) or the Director's Designate, the Communications Coordinator will work collaboratively with the school and department administrators, faculty, and professional staff to craft and implement a marketing plan targeting several distinct stakeholder groups. This plan will include the creation of a communications set disseminated via a variety of digital, print, and physical media to advance the strategic and programmatic interests of the School and associated Departments (Evolution, Ecology, and Behavior; Entomology, and Plant Biology). Duties & Responsibilities Research, write, compose, and edit announcements, press releases, and larger articles that convey the work and mission of the School of Integrative Biology (SIB) to engage multiple stakeholders through the dissemination of a variety of print and electronic media, including social media.With administrative oversi",800000,1500000,CONTRACT,False,linkedin_2023_2024
1025,Records Analyst,Career Systems Development Corp,"Bangor, ME",Primary and Secondary Education,Mid-level,2,5,Human Resources,,"Description: Breaking the Cycle of PovertyOur mission is to empower America's at-risk youth by providing the career training and life skills needed to build and sustain a brighter future. The Records Analyst is responsible for the maintenance of trainee records and provides reports in accordance with DOL rules and regulations.Supports the Career Development Services System (CDSS) as it relates to individual position, department and overall Center goals.Prepares folders for new arrivals. Prints arrival list, labels, ETA 6-106 form, etc. Pulls medical questionnaire and copies 652 for Health Services. Seals any court information.Maintains accurate files for all trainees by scanning documentation into the E-folder and filing required documentation into files.Returns no show and withdrawn folders to Employability Assurance.Prints various form/reports for other departments, e.g. safe arrival letters, UA letters, etc.Enters routine information in the computer daily as it relates to trainee ac",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1026,Art Director,BYLT Basics,"Irvine, CA",Retail Apparel and Fashion,Mid-level,2,5,Marketing|Art/Creative,,"The Art Director will be responsible for maintaining and evolving the visual style of BYLT Premium Basics brand. This role will report to the Associate Director, Brand and will manage a team of graphic designers across multiple disciplines and channels. They will be responsible for supporting that team to bring concepts to life and see that they are used in a consistent manner across all channels. They are an expert and nimble designer who has a strong understanding of design principles and can use design to deliver on marketing KPIs. This role will be able to lead how all photo assets and graphics are used so that it continues to push the brand vision to the next level. They will have extensive experience in the fashion apparel industry, leading campaigns for aspirational global brands. ESSENTIAL DUTIES AND RESPONSIBILITIESDevelop visual concepts and design elements for digital marketing, print materials, video content, and more.Oversee the production and execution of creative assets,",110000,130000,FULL_TIME,False,linkedin_2023_2024
1027,"Network Training And Quality Assurance Manager, Dental Network Provider Relations",Guardian Life,"Bethlehem, PA",Financial Services,Mid-level,2,5,Information Technology,,"Position Summary As a member of the Network Strategy and Enablement team, the Network Training and Quality Assurance Manager will be responsible for designing and building training and quality programs to support Recruiting, Provider Relations, and Provider Operations ensuring consistent adherence to network best practices, and monitoring the quality of interactions Network Development colleagues are having with providers. In this role, you will establish a framework and approach to enable the Network Development organization to meet the high standards set for the teams that interface with and support Guardian’s 135,000+ provider dental network. You must ensure best practices are being adhered to and the appropriate behaviors are being exhibited using a clear set of metrics and scorecards, ultimately driving a high level of rigor and accountability. This individual will be expected to partner and collaborate closely with other functional learning and development organizations, as well ",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1028,Fp&A Leader- Mining,Wabtec Corporation,"Pittsburgh, PA",Railroad Equipment Manufacturing,Mid-level,2,5,Finance,,"Wabtec Corporation is a leading global provider of equipment, systems, digital solutions and value-added services for freight and transit rail. Drawing on nearly four centuries of collective experience across Wabtec, GE Transportation and Faiveley Transport, the company has unmatched digital expertise, technological innovation, and world-class manufacturing and services, enabling the digital-rail-and-transit ecosystems. Wabtec is focused on performance that drives progress, creating transportation solutions that move and improve the world. Wabtec has approximately 27,000 employees in facilities throughout the world. Visit the company’s new website at: It’s not just about your career… or your job title…it’s about who you are and the impact you are going to make on the world. Do you want to go into uncharted waters…do things that haven’t been done to make yours and someone else's life better? Wabtec has been doing that for decades and we will continue to do so! Through our people, leader",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1029,Restaurant Manager,Cracker Barrel,"Belleville, MI",Hospitality,Mid-level,2,5,Management|Other|Customer Service,,"Overview: At Cracker Barrel, you'll be joining a special group of people called the Cracker Barrel Family where we value what everyone brings to the table. We care about your wellbeing and success and foster an atmosphere where employees are cared for like family. When working at Cracker Barrel, you will enjoy a fast-paced, family environment, where we treat every guest as a guest in our own home. You'll be ""Pleasing People"" with our made-from-scratch recipes and inspiring smiles with our unique retail shop that combine to say: ""Welcome to Cracker Barrel, welcome home!"" Responsibility: Bring your passion for leading people and your strong business skills to Cracker Barrel. We're looking for leaders who can problem solve in our high-volume operations while remaining focused on achieving operational excellence and staying true to our Brand Promise and People Promise. You will be mentored by some of the best in the business as you grow your career and earn industry-leading compensation. I",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1030,Remote Orton Gillingham Tutor,"Varsity Tutors, a Nerdy Company","New York, United States","Technology, Information and Internet",Entry,0,2,Education|Training,,"Remote Orton Gillingham Tutor Jobs Varsity Tutors for Schools is partnering with school districts across the country to provide equitable access to high-dosage tutoring for all students through the Varsity Tutors platform. As a school tutor on the Varsity Tutors platform, you can provide consistent, personalized learning in an effort to close both the learning and the opportunity gap. Why join our platform? Enjoy competitive rates and get paid up to 2x per week. Choose to tutor as much or as little as you want. Get paired with students best-suited to your teaching style and preferences (from thousands of potential clients). Reach underserved communities through our partnerships with school districts. Tutor online (i.e. work remotely) using Varsity Tutors’ purpose-built Live Learning Platform. Students can take adaptive assessments through the platform and share results to help you decide where to focus. What We Look For In a School Tutor You are comfortable working with students who mi",800000,1500000,FULL_TIME,True,linkedin_2023_2024
1031,Sales Associate Part Time - Tommy Hilfiger,Tommy Hilfiger,"Tulare, CA",Retail Apparel and Fashion,Entry,0,2,Sales|Business Development,,"Design Your Future at PVH Sales Associate Part Time - TOMMY HILFIGER SALES ASSOCIATE REPORTS TO: Store Management SUMMARY: The Sales Associate’s primary function is to sell and promote Tommy Hilfiger merchandise through execution of the TH Customer Service Standards. The Sales associate also performs a variety of operational activities as assigned by Store Management. Overall Responsibilities Consistently provides TH Customer Service to company standard.Keep merchandise filled to appropriate levels on sales floor.Ensure the store is visually distinctive and appearance impeccably maintained.Minimize shortages through proper loss prevention procedures.Demonstrates awareness of store sales plans and results.Demonstrates awareness of individual contribution to business results.Follow all operational policies and procedures.Manage time and prioritize tasks.Demonstrate effective written and verbal communication skills.Attends Take 5 meetings and participates in staff meetings, as required. C",800000,1500000,PART_TIME,False,linkedin_2023_2024
1032,Medical Director (Promo/Advertising),BioTalent,United States,Advertising Services,Senior,5,10,Writing/Editing|Science|Project Management,,"An innovative Healthcare Advertising agency is seeking a highly motivated and experienced Scientific Director to join their growing team. In this role, you will play a leading role in developing and executing high-quality promotional HCP targeted materials for numerous clients in the pharmaceutical and biotechnology industries. Responsibilities:Lead the development and execution of various HCP targeted deliverables such as print, broadcast/video, digital, social, decks, banner ads, etc. Collaborate closely with client services, project managers, and other internal teams to understand and deliver on client objectives.Write clear, concise, and accurate scientific content tailored to specific audiencesManage and mentor junior medical writers and editors, providing guidance and feedback.Play an active role in client meetings by providing strategic input and guidance on communication strategies.Provide direction and guidance on identified organic growth opportunities Qualifications:Advanced",130000,165000,FULL_TIME,True,linkedin_2023_2024
1033,Or Rn,"United Surgical Partners International, Inc","Nashville, TN",Hospitals and Health Care,Mid-level,2,5,Health Care Provider,,"PRN: Operating Room Registered Nurse USPI Baptist Plaza Surgicare, is seeking a motivated OR Registered Nurse to join our team. Baptist Plaza Surgicareis a fast paced ASC environment committed to producing the highest quality work and experience for patients and their families. Job Summary The Registered Nurse, operating room, provides nursing care and service during surgery cases. The RN will be responsible for positioning the patient, prepping the patient, and circulating the case. Experienced in surgical procedures in the following specialties: Orthopedics, ENT, General, GI, Gynecology, Ophthalmology, Pain, Plastic, Podiatry, Urology. What We Offer As a valued member of USPI, your health and well‑being are important to us. We are proud to provide you and your dependents with valuable and significant benefits. USPI knows the value of well-rounded, balanced employees, which is why we offer a variety of additional benefits to help manage life’s daily stresses. Competitive wages Opportu",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1034,Subcontract Manager,"UES, A BlueHalo Company","Dayton, OH",Research Services,Mid-level,2,5,General Business|Business Development,,"UES, a Blue Halo Company has an opportunity available for a Subcontracts Manager, to join our team working from our corporate offices in Dayton, OH. This individual will provide subcontracts support, requiring experience with cradle-to-grave subcontract issuance and administration for various CP, FFP, T&M, and IDIQ Government (FAR/DFAR) contracts. This includes RFP analysis, subcontract negotiation, subcontract writing, subcontract administration and close-out. Functions for this role will also include issuing RFPs, writing price/cost analyses, and maintaining CPSR compliance.WHAT YOU WILL DOOverall subcontract compliance of assigned tasks in accordance with contract requirements, company policy and procedures, and applicable laws.Ability to work independently as well as part of a team and may mentor junior staff.Must be able to multi-task, prioritize work activities, and effectively communicate at all levels within the organization will be critical. Frequent interaction (written, oral",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1035,Scalehouse Attendant Transfer Stations,WM,"Grass Valley, CA",Environmental Services,Entry,0,2,Management|Manufacturing,,"Job Description As an EEO/Affirmative Action Employer, all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, age, national origin, disability, or veteran status. I. Job Summary Serves as the first point of contact for customers depositing waste at a Waste Management Facility; calculates payments, checks loads, and ensures the safety of the customer and other employees through observation of safety rules and regulations. II. Essential Duties And Responsibilities To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. Other minor duties may be assigned. Greets customers, directs customers and other traffic, and answers questions accurately. Correctly calculates payments for customers. Ensures that incoming garbage loads are safe and do not contain any inappropriate material. Ensures that customers and employees conduct all business in a safe ",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1036,Servicenow Developer,KRG Technologies Inc.,"Clayton, MO",Information Technology & Services,Mid-level,2,5,Engineering|Information Technology,,"Critical requirement - The developer should have experience in SNOW development and integration with AWS cloud • ServiceNow Implementation Specialist certification is preferred• Good understanding of ServiceNow tool functions - both frontend and backend operations• Excellent knowledge of ServiceNow Best Practices and ongoing knowledge of latest ServiceNow features• Knowledge of ITIL Foundations best practices (certification preferred)• At least 3-5 years of experience as ServiceNow Developer and 1-2 years Administration• Experience developing on the ServiceNow platform, including the creation and customization of the core modules Incident, Problem, Change, Service Requests (workflow, client side scripting, ACLs, business rules)• Configuration management experience including optimizing CMDB• Experience in Configuration of the tool to onboard Biogen Business applications into ServiceNow. The applications will be either on-prem, AWS or Azure• Configure Workflows• Experience in Customizati",800000,1500000,CONTRACT,False,linkedin_2023_2024
1037,Regional Sales Manager - Virginia,Lacework,United States,Computer and Network Security,Mid-level,2,5,Sales|Business Development,,"At Lacework, we strive to provide a supportive, collaborative environment where people are empowered to do the best work of their careers. Our team members enjoy solving complex problems, big sky thinking, and obsess over getting the details right. We love what we do and are proud of our work to secure clouds and container environments for thousands of users worldwide. The Regional Sales Manager (RSM) role is a critical function of the Lacework sales team and is responsible for building new client relationships and managing the sales process for editing and prospective customers in assigned territory. The RSM will drive contact and relationships with customers (new and established), meet sales objectives and targets, move prospects through the discovery and proof-of-concept phases, and meet established sales goals and quota per the annual plan objectives. They will develop and execute strategies and sales tactics in the following areas: territory planning, outbound lead generation, rel",216000,330000,FULL_TIME,True,linkedin_2023_2024
1038,Software Engineer Senior,HTC Global Services,"Dearborn, MI",IT Services and IT Consulting,Mid-level,2,5,Engineering|Information Technology,,"HTC Global Services wants you. Come build new things with us and advance your career. At HTC Global you'll collaborate with experts. You'll join successful teams contributing to our clients' success. You'll work side by side with our clients and have long-term opportunities to advance your career with the latest emerging technologies. At HTC Global Services our consultants have access to a comprehensive benefits package. Benefits can include Paid-Time-Off, Paid Holidays, 401K matching, Life and Accidental Death Insurance, Short & Long Term Disability Insurance, and a variety of other perks. Position Description Company is seeking a software engineer to join its Financial Accounts Domain team. As a software engineer on this team, you will design, implement, maintain and evolve our java-based backend applications to meet both internal and external customer expectations. You will leverage your extensive technical experience to solve complex problems, guide projects through implementation ",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1039,Staff Accountant ($60-68K),LHH,"Fort Worth, TX",Consumer Services,Entry/Mid,1,3,Accounting/Auditing,,"LHH is partnering with a high-growth consumer services organization that is based in Fort Worth, TX. This individual will play a crucial role in maintaining accurate financial records, ensuring compliance with regulations, and supporting various accounting functions within the organization. You will work closely with finance teams, auditors, and other stakeholders to contribute to the financial health and integrity of their company. The position is on-site and we are targeting a base salary of $60,000 to $68,000. Key Responsibilities:Process vendor invoices and ensure timely payments.Reconcile vendor statements and resolve discrepancies.Generate customer invoices and manage billing processes.Follow up on outstanding receivables and collections.Prepare and process payroll accurately and on time.Maintain employee records and deductions.Record financial transactions in the general ledger.Reconcile balance sheet accounts and bank statements.Assist in the preparation of monthly, quarterly, ",100000,100000,FULL_TIME,False,linkedin_2023_2024
1040,Medical Assistant,Maxim Healthcare Staffing,"Fishers, IN",Staffing and Recruiting,Entry,0,2,Health Care Provider,,"Pay Range: $20-$23/hr Amergis Healthcare Staffing is seeking a Medical Assistant responsible for performing duties under the direction of a physician to assist inthe examination and treatment of patients. Responsibilities: Interviews patients, measures vital signs, such as pulse rate, temperature, blood pressure,weight, and height and records information on patient’s charts Prepares treatment rooms for examination of patients Drapes patients with covering and positions instruments and equipment Hands instruments and materials to doctor as directed Cleans and sterilizes instrumentsInventories and orders medical supplies and materialsOperates x-ray, electrocardiograph (EKG), and other equipment to administer routine diagnostictest or calls medical facility or department to schedule patients for testsGives injections or treatments, and performs routine laboratory testsSchedules appointments, receives money for bills, keeps x-ray and other medical records,performs secretarial tasks, and co",100000,100000,FULL_TIME,False,linkedin_2023_2024
1041,Sales Manager,J. Galt,"Show Low, AZ",Financial Services,Mid-level,2,5,Sales|Business Development,,"Position Summary: Our Sales Manager has managing partnerresponsibilities for a team of 5-25 Executive Consultants in marketing J.Galt's SaaS memberships and consulting services. In addition, the ManagingPartner/Sales Manager represents J. Galt in attracting memberships throughchannel partners, strategic alliances, chambers of commerce, and state,trade, and professional associations. Our Mission: We believe in helping small and medium-sized businessessucceed. It is tragic that most business owners carry the credit needs oftheir business. They often rely on personal credit cards, or they signpersonally for the business to access the funding, equipment, or facilities thebusiness requires to operate. What We Do: J. Galt Finance Suite offers a SaaS platform and consultativeservices to small and medium-sized business owners. Our system includes aproven 7-step process to build credit for a business around the business EINwithout personal guarantees or using the owner’s personal credit profile",800000,1500000,FULL_TIME,True,linkedin_2023_2024
1042,Electronics Assembler (2Nd Shift),Garmin,"Olathe, KS",Consumer Electronics,Entry,0,2,Management|Manufacturing,,"Overview We are seeking a full-time Electronics Assembler (2nd Shift) in our Olathe, KS location. In this role, you will be responsible for assembling electronic components, subassemblies and systems and testing electronic function of assemblies, components, subassemblies and systems using test equipment and procedures. Essential Functions Read shop orders, follow production work instruction and sample assemblies and receive verbal instructions regarding duties to be performedPosition and align parts in specified relationship to each other in jig, fixture or other holding device using hand or power toolsTend machines or use hand tools and power tools to crimp, stake, bolt, rivet, weld, solder, cement, press fit or perform similar operation to secure parts in place and perform operator level preventive maintenance on machinesMount assembled components such as transformers, resistors, capacitors, integrated circuits and sockets on chassis, panel or printed circuit boardConnect component ",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1043,Team Lead - Park Maintenance,Sky Zone,"Fort Myers, FL",Entertainment Providers,Mid-level,2,5,Management|Manufacturing,,"Sky Zone Park Team Lead Sky Zone – Who are we? We’re the people that like to exercise but LOVE to have fun. We’re ambitious, fearless, and refuse to be confined. We not only think outside the box we MOVE outside the box too! That’s why we’re the largest active entertainment park operation in the world. With well-known brands like DEFY, Sky Zone, and Rockin’ Jump spanning the globe, we’re a place where children, teens, and even parents can shake up the norm and play! Responsibilities About the Role Team Leads report to and support the park’s management team by being out in the park providing on-the-spot leadership where needed. When things are busy, they’re the first to jump in where help is needed most. They’re also responsible for providing Managers with important updates or customer service issues if the park is busy and other Team Members can’t leave their station. Responsibilities include – Providing the necessary delegation to Team Members so shifts across all departments can run ",800000,1500000,PART_TIME,False,linkedin_2023_2024
1044,Receptionist,H&R Block,"Linden, NJ",Financial Services,Entry,0,2,Administrative,,"What You'll Bring To The Team... Answer phones and greet clients in a personalized, friendly, and inviting mannerMatch clients with the best-suited tax professional for their needsSchedule clients how they would like to be scheduledHelp to ensure all clients needs have been met during service both in person, over the phone or virtuallyMaintain office cleanliness and organization of resources with team membersOther duties as assigned Your Expertise Experience working in a fast-paced environmentPrevious experience in a customer service environmentAbility to multi-taskStrong organizational and time-management skillsComputer proficient with the ability to use Microsoft Office It would be even better if you also had... High school diploma or equivalentSales/marketing experience Perks of the job... At H&R Block, we believe and invest in our people by committing to their total well-being. Our benefit offerings can help associates plan for their unique health, wellbeing and financial wellness ",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1045,Armed Security - Graves,"Securitas Security Services USA, Inc.","Los Lunas, NM",Security and Investigations,Entry,0,2,Other|Information Technology|Management,,"We offer a full benefits package, PTO, weekly pay, and more! Location: Albuquerque, NM Pay: $20.00/hour Benefits + Perks: Medical, Dental, Vision, Paid Vacation, Employee Discounts, Wellness and Financial Programs We help make your world a safer place. Securitas plays an essential role for our clients and in society. The Armed Security Officer position helps maintain a safe and secure environment for our clients by actively monitoring the premises, including patrolling a variety of locations. They preserve order while enforcing regulations and directives for a client site pertaining to personnel, visitors, and the area. Frequently our Armed Security Officers will provide customer service and information to a client's employees and customers and serve as a physical deterrent. Armed Security Officer Requirements: 21 years of age or olderHigh School Diploma or GED RequiredBasic Computer skillsCalm, polite, and professional behavior.Reliable and self-motivated.High level customer servicePS",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1046,Cable Technician Data Center Technician,Experis,"Chicago, IL",Staffing and Recruiting,Entry,0,2,Engineering,,"Job Title: Cable Technician Data Center Technician I Location: Onsite, Chicago IL, USA Pay Rate: $30.45/hr. Duration: 6 Months with potential for extension and conversion Schedule: Monday to Friday, 8:00 AM - 4:30 PM CST Our client is looking for Data Center Technician in Chicago area for 6-month contract position. In this role you will serve as a primary resolver within your support team, adept at troubleshooting and resolving complex hardware infrastructure issues. Top 3 Must-Have Hard Skills Brake fix knowledge. Cabling Troubleshooting Responsibilities: Proficiency in cabling standards, cable running, cable management, and troubleshooting skills. 2-4 years’ experience in the data center field Your responsibilities include creating and maintaining documentation on supported technologies, as well as transferring knowledge to junior staff effectively. With basic to intermediate system administration skills, you may undertake remote system administration tasks as part of a virtual team ",800000,1500000,CONTRACT,False,linkedin_2023_2024
1047,Summer 2024 Intern - Empower Personal Wealth Rotational Program,Empower,"Greenwood Village, CO",Financial Services,Entry,0,2,Education|Training,,"Grow your career with a growing organization Whether they’re helping people reach their long-term financial goals or providing personal wealth management strategies, every associate contributes to changing the lives of those we serve for the better. When it comes to job satisfaction, that’s hard to beat. And from a personal satisfaction perspective, you’ll enjoy the freedom to support causes that matter to you and experience a truly inclusive work environment. Your future starts now. Our interns experience a wide range of opportunities during our 10-week summer internship program. We are looking for candidates who have an interest in the financial services industry and bring with them enthusiasm and passion for working in a fast-paced, growth-centric environment. Each intern will be paired with a manager, mentor, and executive sponsor for the summer and will present on a summer project at the end of the program. Interns are given opportunities to interact with senior leadership, learn ",100000,100000,INTERNSHIP,False,linkedin_2023_2024
1048,Senior Financial Analyst (Power Bu),Amphenol Communications Solutions,"Pennsylvania, United States","Appliances, Electrical, and Electronics Manufacturing",Mid-level,2,5,Finance|Sales,,"Location: Etters, Pennsylvania Posted: 03/05/2024 Location Name: Etters, PA Wage: Depends on Experience Annual Position Type: Full Time Amphenol Corporation is one of the world's largest designers and manufacturers of electrical, electronic and fiber optic connectors and interconnect systems, antennas, sensors and sensor-based products and coaxial and high-speed specialty cable. Amphenol Communications Solutions (ACS), a division of Amphenol Corporation, is a world leader in interconnect solutions for Communications, Mobile, RF, Optics, and Commercial electronics markets. ACS has an expansive global presence in research and development, manufacturing, and sales. We design and manufacture a wide range of innovative connectors as well as cable assemblies for diverse applications including server, storage, data center, mobile, RF, networking, industrial, business equipment, and automotive. At Amphenol Power Solutions, we are committed to leading the way in technology innovations around th",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1049,Hardware Design Engineer,PRI Global,"Sunnyvale, CA",Social Networking Platforms,Entry,0,2,Engineering,,"• Basic knowledge of design techniques, tools and principles involved in production of precision technical plans, blueprints, drawings and models• Basic knowledge of transmission, broadcasting, switching, control and operation of telecommunications systems• Basic knowledge of the practical application of engineering science and technology• Basic knowledge of the practical application of engineering science and technology• Basic knowledge of circuit boards, processors, chips, electronic equipment, and computer hardware and software, including applications and programming• Previous experience with computer applications and design software related to engineering field• Technical background• Experience working with electrical testing• IP experience",800000,1500000,CONTRACT,False,linkedin_2023_2024
1050,Rework,Kimball Electronics,"Tampa, FL","Appliances, Electrical, and Electronics Manufacturing",Mid-level,2,5,Other,,"Kimball Electronics is committed to working with and providing access and reasonable accommodation to applicants with mental and/or physical disabilities. If you think you may require accommodations for any part of the recruitment process, please send a request to keirecruiting@kimballelectronics.com . All requests for accommodations are treated discreetly and confidentially, as practical and permitted by law. No Visa sponsorship is available for this position. Roles And Responsibilities Check foot straps for ESD compliance as neededFollows ISO process sheet for the operation.Adheres to all quality and safety guidelinesParticipate in performance feedbackUsing tweezers, solder extractor, solder iron, hot air pencil and hot air reflow, will rework printed circuit boards per specificationsMust be detailed and meticulous in work and able to solder preciselyWill be knowledgeable of rework aids: solder braid, flux, flux-core solder, solder paste isopropyl alcoholMay use visual aids to rework",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1051,Software Engineer,DataAnnotation,"San Jose, CA",Software Development,Mid-level,2,5,Engineering|Research|Analyst,,"DataAnnotation is committed to creating quality AI. Join our team to help train AI chatbots while gaining the flexibility of remote work and choosing your own schedule. We are looking for a proficient Software Engineer to join our team to train our AI chatbots to code. You will work with the chatbots that we are building in order to measure their progress, as well as write and evaluate code. In this role you will need to be proficient in at least one programming language (Python, JavaScript, HTML, C++, C# and SQL) and able to solve coding problems (think LeetCode, HackerRank, etc). For each coding problem, you must be able to explain how your solution solves the problem. Benefits: This is a full-time or part-time REMOTE positionYou’ll be able to choose which projects you want to work onYou can work on your own scheduleProjects are paid hourly, starting at $40+ USD per hour, with bonuses for high-quality and high-volume work Responsibilities: Come up with diverse problems and solutions ",800000,1500000,CONTRACT,True,linkedin_2023_2024
1052,Field Service Technician,NuSource Financial LLC,Greater Minneapolis-St. Paul Area,Banking,Mid-level,2,5,Engineering|Information Technology,,"FIELD SERVICE TECHNICIAN - Northern suburbs of Minneapolis/St. Paul Do you enjoy working with your hands and diagnosing problems? Are you a tech savvy person with mechanical aptitude who feels their skills are transferrable? Service Technicians create value for our customers by delivering solutions that build long term relationships. Acting as a first line response to our customers, you will triage customer issues, find the right solution, and even handle some problems before they start. If this sounds like you, we would like to get to know you better! NuSource implements cutting edge Branch Transformation, Security and Service solutions for the financial institution vertical supported by a world class service team. Our mission is to consistently deliver value-added consultative solutions and quality service experiences based on our core values of Integrity, Professionalism, and Teamwork. Our Net Promoter Score is consistently in the mid-80’s, which far exceeds anyone in our industry. ",800000,1500000,FULL_TIME,True,linkedin_2023_2024
